1001896054,"John Deere tractors cruises down a street , while the driver wears easy to see clothing .",866,tractor
1011572216,A beautiful bride walking on a sidewalk with her new husband .,982,"groom, bridegroom"
101669240,A person wearing skis looking at framed pictures set up in the snow .,795,ski
102998070,Three old men are watching another man prepare fish .,544,Dutch oven
1030985833,A black dog and a brown dog are jumping up to catch a red toy .,208,Labrador retriever
103953336,Person crossing a bridge in dim light .,839,suspension bridge
1056873310,Two dogs run towards each other on a rocky area with water in the background .,225,malinois
105806535,"A man holding a yellow ball , soaking in a wooden tub .",876,"tub, vat"
106027774,A man asleep in a car that 's driving .,785,"seat belt, seatbelt"
1061467336,Firefighters at a scene with a firetruck that has it 's lights on .,555,"fire engine, fire truck"
106490881,A boy in his blue swim shorts at the beach .,842,"swimming trunks, bathing trunks"
106514190,A skier is overlooking a snow-covered mountain .,970,alp
1065831604,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement .,444,"bicycle-built-for-two, tandem bicycle, tandem"
107318069,A crowd watching air balloons at night .,417,balloon
1073444492,"Man talking on a phone , surrounded by books in an office .",454,"bookshop, bookstore, bookstall"
1087539207,The children played on the four wheeler in the field .,621,"lawn mower, mower"
108898978,Two people wearing yellow jackets crosscountry skiing .,795,ski
108957912,People walk across a street as utility workers fix a light .,920,"traffic light, traffic signal, stoplight"
109202756,A woman rides a horse near a frozen lake in the winter time .,339,sorrel
109202801,Two draft horses pull a cart through the snow .,603,"horse cart, horse-cart"
1092437557,Woman is enjoying herself being outdoors biking in a forrest preserve .,671,"mountain bike, all-terrain bike, off-roader"
109544260,Young boy sitting down outside and blowing bubbles .,971,bubble
1095476286,a boy plays in the fountains .,562,fountain
1095580424,The dog is running out of the tunnel on a dog obedience course .,264,"Cardigan, Cardigan Welsh corgi"
1096395242,A little boy in orange shorts playing with a toy .,971,bubble
109656696,A little girl balances on a gymnastics beam .,416,"balance beam, beam"
109738763,A snowmobile rider flies through the air on his or her machine in front of tall pine trees .,802,snowmobile
109738916,People pose with helmets and goggles on while riding snowmobiles .,802,snowmobile
1099434461,A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done .,813,spatula
1100214449,A happy boy is jumping in front OD city fountain .,562,fountain
1101291373,A bald man in flip-flops sits on a green bench and talks on a cellphone .,703,park bench
110201971,Three men seated on an elephant in a small village .,385,"Indian elephant, Elephas maximus"
1104133405,A boy carrying a soccer ball .,805,soccer ball
1105959054,An artist paints clouds onto a canvas .,696,paintbrush
110647073,Men are constructing a wall in the desert .,428,"barrow, garden cart, lawn cart, wheelbarrow"
1107246521,A black dog playing fetch with a ball of rope .,205,flat-coated retriever
1107507919,A woman in a red shirt plays a cello .,486,"cello, violoncello"
110802332,A hockey goalie is trying to prevent a goal from the opposing team .,746,"puck, hockey puck"
111061041,Two men in a tennis court in a city are standing on either side of the net talking to each other .,489,chainlink fence
111537217,The young man with the white t-shirt and jeans is rappeling up the rock wall .,972,"cliff, drop, drop-off"
111766423,A black and white bird standing on a hand .,19,chickadee
111796099,A game of tennis is shown with one of the female players about to hit the ball .,752,"racket, racquet"
1118168796,A man looks through a large camera-like device in a field near a camper and some parked vehicles .,872,tripod
1130295306,A boy wearing a rugby shirt standing next to a body of water .,975,"lakeside, lakeshore"
1130369873,A brown dog swims through water outdoors with a tennis ball in its mouth .,211,"vizsla, Hungarian pointer"
1130401779,Two brown dogs in the water .,211,"vizsla, Hungarian pointer"
1131889107,A women 's roller derby team taking a break .,615,knee pad
1141718391,Woman and man walking across wooden rope bridge with a caution sign beside it .,839,suspension bridge
1141739219,A girl climbing down from the side of a bright blue truck while others watch .,569,"garbage truck, dustcart"
114410209,A young man standing in front of a red freight car holding a camera and taking a photo .,565,freight car
1146490295,A man in a white shirt is talking with two men and two women sitting on a bench .,433,"bathing cap, swimming cap"
1147391743,Several African women sit in front of a hut .,830,stretcher
1148238960,People on bicycles waiting at an intersection .,880,"unicycle, monocycle"
1149097018,An infant lays on a bed with it 's mouth open .,443,bib
1149179852,A shirtless man escorts a horse pulling a carriage along a paved road .,603,"horse cart, horse-cart"
1154080132,Three young boys are fishing at a lake .,758,reel
116002648,A young child is sleeping on a man 's coat on the floor .,797,sleeping bag
1160841776,people enjoying a sunny day at the beach,978,"seashore, coast, seacoast, sea-coast"
1162606352,Two girls with pots show off their cooking .,822,steel drum
1164765687,A man in a red shirt is giving toys to a small dog .,201,"silky terrier, Sydney silky"
1167908324,A man stands next to three video machines .,800,"slot, one-armed bandit"
1176580356,A big dog catches a ball on his nose,191,"Airedale, Airedale terrier"
118647903,"Two soccer players , one in red , the other in white , racing towards a soccer ball .",805,soccer ball
118668756,A little boy kicking a rubber ball .,805,soccer ball
1187435567,A small brown and black dog playing with a toy,201,"silky terrier, Sydney silky"
1188199432,Five little kids are taking a ride in some type of amusement park .,417,balloon
1193116658,A girl rides a unicycle with a child who rides a scooter .,880,"unicycle, monocycle"
1199847613,Men and women wearing white swim caps giving each other piggyback rides .,433,"bathing cap, swimming cap"
1215804065,Someone parasailing with a green parachute that has a face on the top of it,701,"parachute, chute"
121800200,Many people are climbing the mountain surrounded by pretty green trees .,972,"cliff, drop, drop-off"
1222322358,A child looking back on a fast moving swing .,843,swing
122301379,Two men with a chainsaw fell trees in a leafless forest .,491,"chain saw, chainsaw"
122958692,"Tennis player uses backhand in a match , possibly a doubles match .",752,"racket, racquet"
1230594535,"A young woman in jeans stands on a window ledge , cleaning a window .",608,"jean, blue jean, denim"
1231348815,Displaying a big smile and a thumbs up this man is holding up a carriage .,612,"jinrikisha, ricksha, rickshaw"
1234206849,Two women donning hats adorned with flowers pose for a picture .,808,sombrero
123728333,A smiling elderly man is creating pottery .,739,potter's wheel
1238849490,a crowd gathers around a lady with an acoustic guitar who is performing,879,umbrella
12393802,"A man at work , butchering a cow .",467,"butcher shop, meat market"
12424190,A man sleeps in a hammock next to water and a boat .,797,sleeping bag
1244140539,A small dog shakes its head on a white shag carpet .,201,"silky terrier, Sydney silky"
124881487,A man rides his dirt bike down a rocky trail .,671,"mountain bike, all-terrain bike, off-roader"
1248953128,Young girl in blue dress stepping over a soccer ball .,805,soccer ball
1250181412,Six people ride mountain bikes through a jungle environment .,671,"mountain bike, all-terrain bike, off-roader"
1252210354,"A young man , with billowy red-hair , lines up his shot of the 9 ball on a pool table .",736,"pool table, billiard table, snooker table"
125272627,A group of women having drinks in at a table in a cafe bookstore .,624,library
125319704,Person standing beside bike in stream .,671,"mountain bike, all-terrain bike, off-roader"
125635185,"Three children are playing outdoors , two of them on a metal barrel swing .",843,swing
1262077938,A woman with a handbag is sitting on a wooden bench .,703,park bench
126762293,A male gymnast leaps over a stack of wooden platforms .,416,"balance beam, beam"
1269470943,Boy is lying face down in the grass with his foot on a football .,522,croquet ball
1271210445,A birthday celebration taking place for a girl who has reached age 5 .,470,"candle, taper, wax light"
128391889,Kids play a game of ball with paddles at the water 's edge at the beach .,842,"swimming trunks, bathing trunks"
128396110,A man wearing a black helmet and a girl wearing a pink helmet are cycling together .,671,"mountain bike, all-terrain bike, off-roader"
1287073593,"Five sled dogs are pulling a person on a sled , through the snow .",537,"dogsled, dog sled, dog sleigh"
1287982439,A dog runs through the water as he looks up at the sky with his mouth open .,209,Chesapeake Bay retriever
1295476404,A smiling woman playing the harp .,594,harp
129846884,A young boy pulls a car toy up a hill .,621,"lawn mower, mower"
129860826,"Outside a building , a uniformed security guard looks at the camera from behind a fence .",515,"cowboy hat, ten-gallon hat"
1303644819,A blond woman with an orange shirt is making music on a stool .,401,"accordion, piano accordion, squeeze box"
131090759,This image with chairs is very blurry .,603,"horse cart, horse-cart"
131254736,Two men are standing beside the train tracks .,820,steam locomotive
1316505120,"Four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",819,stage
131840964,A boy is standing on a sidewalk with his bike .,880,"unicycle, monocycle"
131890223,A diver underwater having fun with a sea turtle .,983,scuba diver
132421833,"One man , cleaning a small office with a portable vacuum cleaner .",882,"vacuum, vacuum cleaner"
132966111,A lot of people are on the street holding balloons .,645,maypole
1329832826,"People stand on a street corner at dusk , with a pharmacy in the background .",498,"cinema, movie theater, movie theatre, movie house, picture palace"
133087820,A person is sitting outside of a bookstore and reading .,454,"bookshop, bookstore, bookstall"
133189853,A man with a shaved head is kissing another man on the cheek .,457,"bow tie, bow-tie, bowtie"
133243755,Many kids in white shirts are walking through a neighborhood .,617,"lab coat, laboratory coat"
1332815795,A little girl is swinging in a baby swing on the playground .,843,swing
1335519498,A toddler girl swings in a yellow child 's swing .,843,swing
133868556,This picture is of a young girl practicing gymnastics in a gym .,416,"balance beam, beam"
1341787777,"Brown dog on grass , drinking water spray from left side of frame .",211,"vizsla, Hungarian pointer"
134206,Baseball players are playing on a field in a stadium filled with people .,981,"ballplayer, baseball player"
1346051107,A man plays saxophone next to a yellow fire hydrant .,776,"sax, saxophone"
